geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-909733	Interferon alpha/beta signaling	http://reactome.org/PathwayBrowser/#/R-HSA-909733	63	41	12.326568914956011	3.3261486049255833	3.3141032934100352e-15	6.2205718817306365e-12	103;10379;10410;11274;1958;24138;2537;25939;2634;3105;3106;3107;3133;3134;3135;3429;3430;3433;3434;3437;3456;3659;3660;3664;3665;3669;4599;4600;4938;4939;4940;54739;5610;5696;6772;6773;684;8519;8638;91543;9636	ADAR;BST2;EGR1;EIF2AK2;GBP2;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;IFI27;IFI35;IFI6;IFIT1;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IFNB1;IRF1;IRF2;IRF6;IRF7;IRF9;ISG15;ISG20;MX1;MX2;OAS1;OAS2;OAS3;OASL;PSMB8;RSAD2;SAMHD1;STAT1;STAT2;USP18;XAF1
R-HSA-877300	Interferon gamma signaling	http://reactome.org/PathwayBrowser/#/R-HSA-877300	82	42	16.044105571847506	2.6177838217231093	1.2018599711642886e-10	1.1279455829376848e-7	10346;10379;10475;10612;115361;115362;117854;23321;23650;2633;2634;2635;3105;3106;3107;3133;3134;3135;3383;3659;3660;3664;3665;4938;4939;4940;5371;567;5724;5894;6672;6737;6772;7706;7726;815;817;818;85363;8638;960;9830	B2M;CAMK2A;CAMK2D;CAMK2G;CD44;GBP1;GBP2;GBP3;GBP4;GBP5;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;ICAM1;IRF1;IRF2;IRF6;IRF7;IRF9;OAS1;OAS2;OAS3;OASL;PML;PTAFR;RAF1;SP100;STAT1;TRIM14;TRIM2;TRIM21;TRIM22;TRIM25;TRIM26;TRIM29;TRIM3;TRIM38;TRIM5;TRIM6
R-HSA-913531	Interferon Signaling	http://reactome.org/PathwayBrowser/#/R-HSA-913531	234	81	45.78439882697947	1.7691615938018816	3.048578528550635e-8	1.9073939660298473e-5	103;10346;10379;10410;10475;10612;11274;115361;115362;117854;1958;23321;23650;24138;2537;25939;2633;2634;2635;3105;3106;3107;3133;3134;3135;317649;3304;3383;3429;3430;3433;3434;3437;3456;347688;348995;3659;3660;3664;3665;3669;3841;402569;4137;4599;4600;4734;4938;4939;4940;51191;5371;54739;55120;5610;567;5696;5724;5894;6672;6737;6772;6773;684;7157;7280;7318;7706;7726;815;817;818;81929;8519;85363;8638;91543;9246;960;9636;9830	ADAR;B2M;BST2;CAMK2A;CAMK2D;CAMK2G;CD44;EGR1;EIF2AK2;EIF4E3;FANCL;GBP1;GBP2;GBP3;GBP4;GBP5;HERC5;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;HSPA1B;ICAM1;IFI27;IFI35;IFI6;IFIT1;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IFNB1;IRF1;IRF2;IRF6;IRF7;IRF9;ISG15;ISG20;KPNA5;KPNA7;MAPT;MX1;MX2;NEDD4;NUP43;OAS1;OAS2;OAS3;OASL;PML;PSMB8;PTAFR;RAF1;RSAD2;SAMHD1;SEH1L;SP100;STAT1;STAT2;TP53;TRIM14;TRIM2;TRIM21;TRIM22;TRIM25;TRIM26;TRIM29;TRIM3;TRIM38;TRIM5;TRIM6;TUBB2A;TUBB8;UBA7;UBE2L6;USP18;XAF1
R-HSA-446107	Type I hemidesmosome assembly	http://reactome.org/PathwayBrowser/#/R-HSA-446107	11	10	2.152258064516129	4.646282973621103	7.283770301024152e-7	3.4179092137555833e-4	1308;3655;3691;3852;3861;3909;3914;3918;5339;977	CD151;COL17A1;ITGA6;ITGB4;KRT14;KRT5;LAMA3;LAMB3;LAMC2;PLEC
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://reactome.org/PathwayBrowser/#/R-HSA-198933	53	26	10.369970674486803	2.5072394914257274	1.2409804865450126e-6	4.658640746489977e-4	100507436;1281;1308;1525;196500;3105;3106;3107;3133;3134;3135;3383;3688;3689;374383;4277;4345;567;57823;5817;7087;79465;8519;947;9976;999	B2M;CD200;CD34;CDH1;CLEC2B;COL17A1;COL3A1;CXADR;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;ICAM1;ICAM5;IFITM1;ITGB1;ITGB2;MICA;MICB;NCR3LG1;PIANP;PVR;SLAMF7;ULBP3
R-HSA-372790	Signaling by GPCR	http://reactome.org/PathwayBrowser/#/R-HSA-372790	430	122	84.13372434017596	1.4500725001394232	3.964830080367901e-6	0.0012403310101417582	10125;10267;10451;10636;107;10886;11245;1131;116;1238;147;150;153;154;1604;1606;1608;160851;1839;1901;1902;1903;1906;1907;1910;1956;2150;23229;23263;2357;2359;2535;259289;26230;26575;27115;2769;2774;2786;2796;2863;2915;3351;3358;3627;3688;3708;3709;3814;388;389337;414062;4828;4923;5021;5029;50649;50832;50834;50865;51384;5140;5144;5150;5151;5295;5330;5364;54429;55160;5532;554;5567;5577;5581;5583;5588;56670;57121;5724;5733;5737;57406;5744;57449;57580;58191;5998;6000;6001;6352;6375;63940;64857;6608;6751;6752;7074;727;7409;7433;7475;7476;7482;7852;7976;799;815;817;818;8321;8322;8490;8503;8601;8643;89846;9170;9181;9630;9828;9890	ABHD6;ACKR2;ADCY1;ADCYAP1;ADRA1B;ADRA2A;ADRB1;ADRB2;ARHGEF10L;ARHGEF17;ARHGEF2;ARHGEF37;ARHGEF4;ARHGEF9;AVPR2;C5;CALCR;CAMK2A;CAMK2D;CAMK2G;CCL3L3;CCL5;CD55;CHRM3;CXCL10;CXCL16;CXCR4;DGKA;DGKG;DGKH;EDN1;EDN2;EDNRB;EGFR;F2RL1;FGD3;FPR1;FPR3;FZD1;FZD2;FZD3;FZD4;GNA14;GNA15;GNAL;GNG4;GNRH1;GPR176;GPR39;GPSM3;GRM5;HBEGF;HEBP1;HTR1B;HTR2C;ITGB1;ITPR1;ITPR2;KISS1;LPAR1;LPAR2;LPAR5;MCF2L;NMB;NPFFR2;NTSR1;OXTR;P2RY2;PDE3B;PDE4D;PDE7A;PDE7B;PDE8A;PIK3R1;PIK3R3;PLCB2;PLEKHG2;PLEKHG5;PLPPR4;PLXNB1;PPP3CB;PREX1;PRKACB;PRKAR2B;PRKCE;PRKCH;PRKCQ;PTAFR;PTCH2;PTGER3;PTGFR;PTHLH;RAMP1;RASGRP1;RGS10;RGS14;RGS17;RGS20;RGS3;RGS5;RGS7;RHOB;S1PR1;S1PR3;SMO;SSTR1;SSTR2;SUCNR1;TAS2R1;TAS2R4;TAS2R43;TAS2R5;TIAM1;TIAM2;VAV1;VAV3;VIPR1;WNT16;WNT2B;WNT6;WNT7A;XCL1
R-HSA-168256	Immune System	http://reactome.org/PathwayBrowser/#/R-HSA-168256	1583	373	309.7295014662757	1.2042766292335683	7.366271102049247e-6	0.0019752129797923484	100507436;10053;101;10125;1026;103;10326;10333;10346;10379;10384;10385;10410;10411;10451;10458;10475;10533;10538;10577;10612;10628;10673;10695;10855;11031;11118;11119;11120;11146;11240;11274;11322;115361;115362;117854;1271;1281;130340;1308;132014;1386;140691;140739;140885;143662;146330;146433;147700;150726;151636;1525;154214;158747;1604;1675;175;1780;1793;1832;1846;1848;1849;1901;1958;196500;2040;222235;22861;230;2309;23098;23108;23191;23194;23220;23250;23308;23321;23327;23406;2353;2357;23593;23650;240;24138;2495;2512;2537;2548;255488;257397;25780;25798;25939;26046;2625;2633;2634;2635;2717;272;2760;2799;283807;2896;29116;2923;2934;2950;29927;29952;3105;3106;3107;3112;3133;3134;3135;317649;329;3304;3383;3417;3428;3429;3430;3433;3434;3437;3456;347688;348995;3554;3566;3569;3572;3574;3589;3601;3604;3606;3627;3636;3656;3659;3660;3664;3665;3667;3669;3688;3689;3693;3708;3709;3728;374383;3797;3798;3822;3841;387263;387921;391;3977;402569;4048;410;4128;4137;414062;4257;427;4277;4312;4313;4318;4345;4585;4586;4591;4599;4600;4651;4734;4758;4771;4772;4791;4794;4938;4939;4940;4973;5055;50617;51191;51316;51466;51561;51719;51728;5265;5269;5293;5295;5317;5328;5329;5338;5371;53832;53833;53917;54509;54739;5476;5493;55008;55120;5526;5532;55593;55615;5567;55754;5581;5588;55905;5599;5602;5610;5618;5627;567;5696;5698;5699;57115;5720;5721;5724;5743;57520;57674;57823;5783;5795;5799;5817;5894;5896;5908;5909;5966;598;604;6047;6049;6279;6280;6286;629;6317;6352;6382;6386;6406;64135;64386;64750;6502;6624;6672;6709;6712;6737;6772;6773;6777;6778;6786;6804;684;6890;6891;6892;7040;7087;7098;7100;7130;715;7157;716;717;7186;721;7226;725;727;7280;7292;7318;7409;7448;7462;7498;7706;7726;7850;79132;79465;79888;80380;811;815;81619;81622;817;818;81929;834;83547;836;8398;841;84166;843;84659;84708;84766;84861;8503;8514;8519;85363;85480;8638;8718;8737;8764;8835;8878;8904;8905;8916;8992;9020;90293;90423;91543;91694;9244;9246;929;94025;9466;947;9550;960;961;9636;966;972;9830;9846;9902;9966;9976;999	ADAM8;ADAR;AGA;ALDOC;ALOX5;AMPD3;AP1M2;AP1S2;AP1S3;ARSA;ASAH1;ATF2;ATG7;ATP11A;ATP6V0A4;ATP6V0E1;ATP6V1E2;ATP6V1G1;B2M;BAIAP2;BATF;BCL2L1;BCL6;BIRC2;BRI3;BST2;BTN2A1;BTN2A2;BTN3A1;BTN3A2;BTN3A3;C1R;C1S;C2;C4B;C4BPB;C5;C6orf120;CAB39;CALR;CAMK2A;CAMK2D;CAMK2G;CASP1;CASP10;CASP3;CASP8;CCL3L3;CCL5;CD14;CD200;CD34;CD44;CD47;CD55;CD59;CD74;CDH1;CDKN1A;CFB;CFD;CLEC2B;CNPY3;CNTFR;COL17A1;COL3A1;COTL1;CPNE1;CRACR2A;CRLF1;CTSA;CXADR;CXCL10;CYFIP1;DHX58;DOCK1;DPP7;DSP;DTX3L;DTX4;DUSP4;DUSP6;DUSP7;DYNC1I1;EGR1;EIF2AK2;EIF4E3;EVL;FANCL;FBXL13;FBXL16;FBXL22;FBXL7;FBXO41;FOS;FOXO3;FPR1;FSCN1;FTH1;FTL;GAA;GAB2;GATA3;GBP1;GBP2;GBP3;GBP4;GBP5;GLA;GLMN;GM2A;GNS;GRN;GSN;GSTP1;HEBP2;HECW2;HERC3;HERC5;HERC6;HLA-A;HLA-B;HLA-C;HLA-DOB;HLA-E;HLA-F;HLA-G;HPSE;HSPA1B;ICAM1;ICAM5;ICOSLG;IDH1;IFI16;IFI27;IFI35;IFI6;IFIH1;IFIT1;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IFNB1;IL11;IL15RA;IL17RE;IL18;IL1R1;IL1R2;IL20RA;IL20RB;IL23A;IL27RA;IL34;IL4R;IL6;IL6ST;IL7;INPPL1;IRAK2;IRF1;IRF2;IRF6;IRF7;IRF9;IRS1;ISG15;ISG20;ITGB1;ITGB2;ITGB5;ITPR1;ITPR2;JUP;KCNAB2;KIF3C;KIF5A;KLC3;KLHL13;KLHL22;KLRC2;KPNA5;KPNA7;LAT2;LIFR;LNX1;LONRF1;LPCAT1;LTA4H;LTN1;MAOA;MAP3K14;MAPK10;MAPK8;MAPT;MGST1;MICA;MICB;MMP1;MMP2;MMP25;MMP9;MOSPD2;MRC2;MUC15;MUC16;MUC4;MUC5AC;MX1;MX2;MYLIP;MYO10;NCR3LG1;NEDD4;NEDD4L;NEU1;NF2;NFATC1;NFKB2;NFKBIE;NHLRC3;NLRC5;NLRP1;NPC2;NUP43;OAS1;OAS2;OAS3;OASL;OLR1;OTUD5;PADI2;PDCD1LG2;PDIA3;PGLYRP4;PIANP;PIK3CD;PIK3R1;PIK3R3;PKP1;PLA2G6;PLAC8;PLAU;PLAUR;PLD2;PML;POLR3K;PPL;PPP2R5B;PPP3CB;PRKACB;PRKCE;PRKCQ;PRLR;PROS1;PRR5;PSMB10;PSMB8;PSMB9;PSME1;PSME2;PTAFR;PTGS2;PTPN13;PTPRJ;PTPRN2;PVR;RAB24;RAB31;RAF1;RAG1;RAP1B;RAP1GAP;RAP1GAP2;RAPGEF3;RASGRP1;RASGRP3;REL;RHOF;RHOG;RILP;RIPK1;RNASE7;RNF114;RNF144B;RNF213;RNF217;RNF4;RNF6;RSAD2;S100A8;S100A9;S100P;S1PR1;SAMHD1;SARM1;SDC1;SDCBP;SEC61A1;SEH1L;SEMG1;SERPINA1;SERPINB2;SERPINB3;SERPINB6;SIRPA;SIRPB1;SKP2;SLAMF7;SMURF2;SOCS2;SP100;SPTAN1;SPTBN2;SQSTM1;STAT1;STAT2;STAT5B;STAT6;STIM1;STOM;STX1A;TAB3;TAP1;TAP2;TAPBP;TGFB1;TLR3;TLR5;TLR6;TMC6;TMEM30A;TNFAIP6;TNFRSF14;TNFRSF25;TNFRSF9;TNFSF13B;TNFSF15;TNFSF4;TP53;TRAF2;TRIM14;TRIM2;TRIM21;TRIM22;TRIM25;TRIM26;TRIM29;TRIM3;TRIM37;TRIM38;TRIM5;TRIM6;TRIM69;TRPM2;TSLP;TSPAN14;TUBB2A;TUBB8;TXNIP;UBA7;UBE2F;UBE2L6;ULBP3;UNC93B1;USP18;VAV1;VAV3;VTN;XAF1;XDH
R-HSA-1280215	Cytokine Signaling in Immune system	http://reactome.org/PathwayBrowser/#/R-HSA-1280215	638	167	124.83096774193548	1.3378090630943522	1.4118049321932219e-5	0.003312447322158347	1026;103;10346;10379;10410;10475;10538;10612;10673;11274;115361;115362;117854;1271;132014;1386;146433;1846;1848;1849;1901;1958;2309;23321;2353;2357;23650;240;24138;2537;257397;25939;2625;2633;2634;2635;3105;3106;3107;3133;3134;3135;317649;329;3304;3383;3429;3430;3433;3434;3437;3456;347688;348995;3554;3566;3569;3572;3574;3589;3601;3604;3606;3627;3636;3656;3659;3660;3664;3665;3667;3669;3688;3689;3841;3977;402569;4128;4137;414062;4312;4313;4318;4599;4600;4734;4791;4938;4939;4940;5055;51191;51561;5293;5295;5371;53832;53833;54739;55120;5599;5602;5610;5618;567;5696;5698;5699;5720;5721;5724;5743;5783;5795;5894;5896;5908;598;604;6352;6382;6624;6672;6737;6772;6773;6777;6778;6804;684;7040;7157;7186;7280;7292;7318;7409;7706;7726;7850;815;817;818;81929;834;836;841;84166;8503;8519;85363;85480;8638;8718;8764;8835;8878;9020;91543;9244;9246;9466;960;9636;9830;9846;9966	ADAR;ALOX5;ATF2;B2M;BATF;BCL2L1;BCL6;BIRC2;BST2;CAMK2A;CAMK2D;CAMK2G;CASP1;CASP3;CASP8;CCL3L3;CCL5;CD44;CDKN1A;CNTFR;CRLF1;CXCL10;DUSP4;DUSP6;DUSP7;EGR1;EIF2AK2;EIF4E3;FANCL;FOS;FOXO3;FPR1;FSCN1;GAB2;GATA3;GBP1;GBP2;GBP3;GBP4;GBP5;HERC5;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HLA-G;HSPA1B;ICAM1;IFI27;IFI35;IFI6;IFIT1;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IFNB1;IL11;IL15RA;IL17RE;IL18;IL1R1;IL1R2;IL20RA;IL20RB;IL23A;IL27RA;IL34;IL4R;IL6;IL6ST;IL7;INPPL1;IRAK2;IRF1;IRF2;IRF6;IRF7;IRF9;IRS1;ISG15;ISG20;ITGB1;ITGB2;KPNA5;KPNA7;LIFR;MAOA;MAP3K14;MAPK10;MAPK8;MAPT;MMP1;MMP2;MMP9;MX1;MX2;NEDD4;NFKB2;NLRC5;NUP43;OAS1;OAS2;OAS3;OASL;PIK3CD;PIK3R1;PIK3R3;PML;PRLR;PSMB10;PSMB8;PSMB9;PSME1;PSME2;PTAFR;PTGS2;PTPN13;PTPRJ;RAF1;RAG1;RAP1B;RSAD2;S1PR1;SAMHD1;SDC1;SEH1L;SERPINB2;SOCS2;SP100;SQSTM1;STAT1;STAT2;STAT5B;STAT6;STX1A;TAB3;TGFB1;TNFRSF14;TNFRSF25;TNFRSF9;TNFSF13B;TNFSF15;TNFSF4;TP53;TRAF2;TRIM14;TRIM2;TRIM21;TRIM22;TRIM25;TRIM26;TRIM29;TRIM3;TRIM38;TRIM5;TRIM6;TSLP;TUBB2A;TUBB8;UBA7;UBE2L6;USP18;VAV1;XAF1
R-HSA-388396	GPCR downstream signalling	http://reactome.org/PathwayBrowser/#/R-HSA-388396	382	107	74.74205278592375	1.4315903298303767	2.8680475670205068e-5	0.005981472536997212	10125;10267;10451;10636;107;10886;11245;1131;116;147;150;153;154;1606;1608;160851;1839;1902;1903;1906;1907;1910;1956;2150;23229;23263;2357;2359;259289;26230;26575;27115;2769;2774;2786;2796;2863;2915;3351;3358;3627;3688;3708;3709;3814;388;389337;4828;4923;5021;5029;50649;50832;50834;50865;5140;5144;5150;5151;5295;5330;5364;54429;55160;5532;554;5567;5577;5581;5583;5588;56670;57121;5724;5733;5737;57406;5744;57449;57580;58191;5998;6000;6001;6352;6375;63940;64857;6751;6752;7074;727;7409;7433;7852;799;815;817;818;8490;8503;8601;89846;9170;9181;9630;9828	ABHD6;ADCY1;ADCYAP1;ADRA1B;ADRA2A;ADRB1;ADRB2;ARHGEF10L;ARHGEF17;ARHGEF2;ARHGEF37;ARHGEF4;ARHGEF9;AVPR2;C5;CALCR;CAMK2A;CAMK2D;CAMK2G;CCL5;CHRM3;CXCL10;CXCL16;CXCR4;DGKA;DGKG;DGKH;EDN1;EDN2;EDNRB;EGFR;F2RL1;FGD3;FPR1;FPR3;GNA14;GNA15;GNAL;GNG4;GNRH1;GPR176;GPR39;GPSM3;GRM5;HBEGF;HEBP1;HTR1B;HTR2C;ITGB1;ITPR1;ITPR2;KISS1;LPAR1;LPAR2;LPAR5;MCF2L;NMB;NPFFR2;NTSR1;OXTR;P2RY2;PDE3B;PDE4D;PDE7A;PDE7B;PDE8A;PIK3R1;PIK3R3;PLCB2;PLEKHG2;PLEKHG5;PLXNB1;PPP3CB;PREX1;PRKACB;PRKAR2B;PRKCE;PRKCH;PRKCQ;PTAFR;PTGER3;PTGFR;PTHLH;RAMP1;RASGRP1;RGS10;RGS14;RGS17;RGS20;RGS3;RGS5;RGS7;RHOB;S1PR3;SSTR1;SSTR2;SUCNR1;TAS2R1;TAS2R4;TAS2R43;TAS2R5;TIAM1;TIAM2;VAV1;VAV3;VIPR1;XCL1
R-HSA-6809371	Formation of the cornified envelope	http://reactome.org/PathwayBrowser/#/R-HSA-6809371	75	30	14.674486803519061	2.0443645083932855	3.376204340500501e-5	0.006337135547119441	1041;11005;1475;1830;1832;196374;2125;23581;25984;3713;3728;3852;3853;3854;3860;3861;3866;3868;3880;5045;5317;5318;5493;5652;64065;6699;6700;6703;6768;8502	CASP14;CDSN;CSTA;DSG3;DSP;EVPL;FURIN;IVL;JUP;KRT13;KRT14;KRT15;KRT16;KRT19;KRT23;KRT5;KRT6A;KRT6B;KRT78;PERP;PKP1;PKP2;PKP4;PPL;PRSS8;SPINK5;SPRR1B;SPRR2A;SPRR2D;ST14
