geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-6805567	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567	76	30	14.870146627565983	2.0174649753881106	4.5477785657155936e-5	0.007760163970771062	1041;11005;1475;1830;1832;196374;2125;23581;25984;3713;3728;3852;3853;3854;3860;3861;3866;3868;3880;5045;5317;5318;5493;5652;64065;6699;6700;6703;6768;8502	CASP14;CDSN;CSTA;DSG3;DSP;EVPL;FURIN;IVL;JUP;KRT13;KRT14;KRT15;KRT16;KRT19;KRT23;KRT5;KRT6A;KRT6B;KRT78;PERP;PKP1;PKP2;PKP4;PPL;PRSS8;SPINK5;SPRR1B;SPRR2A;SPRR2D;ST14
R-HSA-446728	Cell junction organization	http://reactome.org/PathwayBrowser/#/R-HSA-446728	99	36	19.370322580645162	1.8585131894484412	6.582095660927377e-5	0.010295494629633905	1001;1006;1008;1016;10979;1308;1364;1366;26523;3655;3688;3691;3728;3852;3861;3909;3914;3918;3987;4301;5010;50855;51129;5339;55679;55742;5817;5818;6615;81607;84552;84612;92359;977;9839;999	AFDN;AGO1;ANGPTL4;CD151;CDH1;CDH10;CDH18;CDH3;CDH8;CLDN11;CLDN4;CLDN7;COL17A1;CRB3;FERMT2;ITGA6;ITGB1;ITGB4;JUP;KRT14;KRT5;LAMA3;LAMB3;LAMC2;LIMS1;LIMS2;NECTIN1;NECTIN4;PARD6A;PARD6B;PARD6G;PARVA;PLEC;PVR;SNAI1;ZEB2
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	242	72	47.34967741935484	1.5206017004578156	7.725253687420594e-5	0.011154077824068041	101;10536;11096;1281;1288;1289;1290;1305;1308;147968;1756;2192;22795;284217;3371;3383;3655;3673;3688;3689;3691;3693;3694;3696;3909;3912;3913;3914;3918;4038;4052;4053;4060;4312;4313;4318;4323;4325;4326;4327;440854;5045;5118;5339;5352;55214;5802;6382;6385;64386;650;652;7040;7087;7373;7448;8076;836;84034;8425;84290;84695;8751;8974;92291;9510;960;961;9644;9672;977;999	ADAM15;ADAM8;ADAMTS1;ADAMTS5;BMP2;BMP4;CAPN12;CAPN13;CAPN14;CAPNS2;CASP3;CD151;CD44;CD47;CDH1;COL13A1;COL14A1;COL17A1;COL3A1;COL4A6;COL5A1;COL5A2;DMD;EMILIN2;FBLN1;FURIN;ICAM1;ICAM5;ITGA2;ITGA6;ITGB1;ITGB2;ITGB4;ITGB5;ITGB6;ITGB8;LAMA1;LAMA3;LAMB1;LAMB2;LAMB3;LAMC2;LOXL3;LRP4;LTBP1;LTBP2;LTBP4;LUM;MFAP5;MMP1;MMP14;MMP16;MMP17;MMP19;MMP2;MMP25;MMP9;NID2;P3H2;P3H3;P4HA2;PCOLCE;PLEC;PLOD2;PTPRS;SDC1;SDC3;SDC4;SH3PXD2A;TGFB1;TNC;VTN
R-HSA-3000170	Syndecan interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000170	27	14	5.2828152492668625	2.6501021405098144	1.7441524809044768e-4	0.02338410147612645	1281;1289;1290;3371;3655;3673;3688;3691;3693;6382;6385;7040;7448;9672	COL3A1;COL5A1;COL5A2;ITGA2;ITGA6;ITGB1;ITGB4;ITGB5;SDC1;SDC3;SDC4;TGFB1;TNC;VTN
R-HSA-3000171	Non-integrin membrane-ECM interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000171	53	22	10.369970674486803	2.1215103388986924	1.9562648061306393e-4	0.0244793936073814	1281;1288;1289;1290;1756;284217;3371;3655;3673;3688;3691;3693;3909;3912;3913;3914;3918;6382;6385;7040;7448;9672	COL3A1;COL4A6;COL5A1;COL5A2;DMD;ITGA2;ITGA6;ITGB1;ITGB4;ITGB5;LAMA1;LAMA3;LAMB1;LAMB2;LAMB3;LAMC2;SDC1;SDC3;SDC4;TGFB1;TNC;VTN
R-HSA-1500931	Cell-Cell communication	http://reactome.org/PathwayBrowser/#/R-HSA-1500931	128	42	25.044457478005864	1.677017760791367	2.487376462617526e-4	0.029180035127081855	1001;1006;1008;1016;10326;10979;1308;1364;1366;140885;26523;3655;3688;3691;3728;3852;3861;3909;3914;3918;3987;4301;5010;50855;51129;5295;5339;55679;55742;5817;5818;6615;6709;81607;84552;84612;84623;92359;961;977;9839;999	AFDN;AGO1;ANGPTL4;CD151;CD47;CDH1;CDH10;CDH18;CDH3;CDH8;CLDN11;CLDN4;CLDN7;COL17A1;CRB3;FERMT2;ITGA6;ITGB1;ITGB4;JUP;KIRREL3;KRT14;KRT5;LAMA3;LAMB3;LAMC2;LIMS1;LIMS2;NECTIN1;NECTIN4;PARD6A;PARD6B;PARD6G;PARVA;PIK3R1;PLEC;PVR;SIRPA;SIRPB1;SNAI1;SPTAN1;ZEB2
R-HSA-8851680	Butyrophilin (BTN) family interactions	http://reactome.org/PathwayBrowser/#/R-HSA-8851680	9	7	1.7609384164222874	3.9751532107647214	2.692743073709861e-4	0.029731051466784758	10384;10385;11118;11119;11120;5493;7498	BTN2A1;BTN2A2;BTN3A1;BTN3A2;BTN3A3;PPL;XDH
R-HSA-416476	G alpha (q) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416476	134	43	26.21841642228739	1.6400685421811805	3.6441904067079924e-4	0.03627482187571332	10125;10886;1131;147;1606;1608;160851;1839;1902;1906;1907;1910;1956;2150;26575;2769;2786;2796;2863;2915;3358;3708;3709;3814;4828;4923;5021;5029;5295;5330;5581;5583;5588;57121;5724;5737;57406;5998;6375;8490;8503;9170;9630	ABHD6;ADRA1B;CHRM3;DGKA;DGKG;DGKH;EDN1;EDN2;EDNRB;EGFR;F2RL1;GNA14;GNA15;GNG4;GNRH1;GPR39;GRM5;HBEGF;HTR2C;ITPR1;ITPR2;KISS1;LPAR1;LPAR2;LPAR5;NMB;NPFFR2;NTSR1;OXTR;P2RY2;PIK3R1;PIK3R3;PLCB2;PRKCE;PRKCH;PRKCQ;PTAFR;PTGFR;RASGRP1;RGS17;RGS3;RGS5;XCL1
R-HSA-983712	Ion channel transport	http://reactome.org/PathwayBrowser/#/R-HSA-983712	150	47	29.348973607038122	1.6014188649080736	3.671931889390267e-4	0.03627482187571332	10079;1185;1186;1193;121601;133308;197259;203859;2040;23250;23327;23400;255231;477;480;481;489;50617;50636;53822;540;54795;55107;57192;57194;57198;57719;5894;59341;6263;6337;63982;65266;65267;6717;7226;7439;815;817;818;844;8737;8992;90423;9550;9635;9914	ANO1;ANO3;ANO4;ANO5;ANO7;ANO8;ATP10A;ATP11A;ATP13A2;ATP1A2;ATP1A4;ATP1B1;ATP2A3;ATP2C2;ATP6V0A4;ATP6V0E1;ATP6V1E2;ATP6V1G1;ATP7B;ATP8B2;ATP9A;BEST1;CAMK2A;CAMK2D;CAMK2G;CASQ1;CLCA2;CLCN6;CLCN7;CLIC2;FXYD7;MCOLN1;MCOLN2;MLKL;NEDD4L;RAF1;RIPK1;RYR3;SCNN1A;SLC9B2;SRI;STOM;TRPM2;TRPM4;TRPV4;WNK3;WNK4
R-HSA-500792	GPCR ligand binding	http://reactome.org/PathwayBrowser/#/R-HSA-500792	226	65	44.219120234604105	1.4699523566987118	4.808756000338263e-4	0.043943464770896695	10267;10886;1131;116;1238;147;150;153;154;1604;1901;1902;1903;1906;1907;1910;2150;2357;2359;2535;259289;2786;2796;2863;2915;3351;3358;3627;3814;414062;4828;4923;5021;5029;50832;50834;50865;51384;54429;554;56670;57121;5724;5733;5737;5744;58191;6352;6375;6608;6751;6752;727;7433;7475;7476;7482;7852;7976;799;8321;8322;8643;9170;9890	ACKR2;ADCYAP1;ADRA1B;ADRA2A;ADRB1;ADRB2;AVPR2;C5;CALCR;CCL3L3;CCL5;CD55;CHRM3;CXCL10;CXCL16;CXCR4;EDN1;EDN2;EDNRB;F2RL1;FPR1;FPR3;FZD1;FZD2;FZD3;FZD4;GNG4;GNRH1;GPR39;GRM5;HEBP1;HTR1B;HTR2C;KISS1;LPAR1;LPAR2;LPAR5;NMB;NPFFR2;NTSR1;OXTR;P2RY2;PLPPR4;PTAFR;PTCH2;PTGER3;PTGFR;PTHLH;RAMP1;S1PR1;S1PR3;SMO;SSTR1;SSTR2;SUCNR1;TAS2R1;TAS2R4;TAS2R43;TAS2R5;VIPR1;WNT16;WNT2B;WNT6;WNT7A;XCL1
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	http://reactome.org/PathwayBrowser/#/R-HSA-264870	12	8	2.34791788856305	3.407274180655475	4.916423868880291e-4	0.043943464770896695	118;2934;4137;5339;6709;836;839;841	ADD1;CASP3;CASP6;CASP8;GSN;MAPT;PLEC;SPTAN1
