geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0070887	cellular response to chemical stimulus	http://amigo.geneontology.org/amigo/term/GO:0070887	1904	153	100.4826064822671	1.5226515847496553	1.6791734314574855e-8	1.2331239072103244e-5	101;154;177;231;318;427;445;578;817;948;949;960;1130;1288;1290;1356;1388;1571;1573;1645;1646;1649;1742;1869;1958;2052;2069;2150;2167;2309;2539;2633;2634;2635;2729;2731;2775;2822;2877;2888;2906;2934;2936;2948;3164;3371;3428;3429;3434;3485;3488;3569;3624;3689;3746;4151;4171;4189;4233;4257;4318;4599;4734;4801;4804;4814;4938;4939;4940;5021;5467;5588;5641;5734;5795;5881;6048;6263;6352;6505;6546;6608;6772;6773;6932;7052;7849;7869;7941;8322;8440;8463;8638;8644;8718;8835;8904;8938;9037;9066;9466;9636;9647;9709;9732;9734;10062;10202;10413;10424;10518;10533;10551;10603;11031;11151;11153;11240;11274;23328;23529;23530;25939;27063;29104;54625;54756;55625;55811;56160;57088;57449;57539;57580;64135;64900;65267;80303;80339;81704;81848;83666;90993;115361;119391;129607;132864;140609;140885;153090;158747;221184;340706	ADAM8;ADCY10;ADRB2;AGER;AGR2;AKR1B1;AKR1C1;AKR1C2;AKR1C3;ANKRD1;ASAH1;ASS1;ATF6B;ATG7;BAIAP3;BAK1;CAMK2D;CCL5;CD36;CD44;CIB2;CLCF1;CMPK2;COL4A6;COL5A2;CORO1A;CP;CPEB2;CPNE1;CPNE2;CREB3L1;CYP2E1;CYP2J2;DAB2IP;DDIT3;DHRS2;DLG4;DNAJB9;DOCK4;DOCK8;E2F1;EFHD1;EGR1;EPHX1;EREG;F2RL1;FABP4;FICD;FOXO3;FZD4;G6PD;GBP1;GBP2;GBP3;GBP4;GCLC;GLDC;GNAO1;GPLD1;GPX2;GRB14;GRIN2D;GSN;GSR;GSTM4;GSTO2;HDAC9;HERPUD1;IFI16;IFI27;IFIH1;IFIT1;IGFBP2;IGFBP5;IL17RD;IL27RA;IL6;INHBA;ISG15;ITGB2;KCNC1;LGMN;LPIN3;LYST;MB;MCM2;MET;MGST1;MMP9;MOSPD2;MX1;N6AMT1;NCK2;NEDD4;NEK7;NFYB;NGFR;NINJ1;NNT;NR1H3;NR4A1;NSMCE3;NUDT2;OAS1;OAS2;OAS3;OASL;OXTR;PADI2;PARP14;PARP9;PAX8;PGRMC2;PLA2G7;PLEKHG5;PLSCR4;PNPLA3;PPARD;PPM1F;PREX1;PRKCQ;PTGER4;PTPRJ;RAB31;RAC3;RNF5;RYR3;SAMHD1;SASH1;SCARB1;SEMA3B;SEMA5A;SH2B2;SIRPA;SLC1A1;SLC8A1;SMO;SOCS2;SPRY4;STAT1;STAT2;SYT7;TCF7;TEAD2;TGM2;TNC;TNFRSF25;USP18;VWA2;WDR35;WNK3;YAP1;ZDHHC7
GO:0045071	negative regulation of viral genome replication	http://amigo.geneontology.org/amigo/term/GO:0045071	43	14	2.2693025623621246	6.169296343378449	2.121639532544038e-8	1.4282170119908948e-5	3428;3434;4599;4938;4939;4940;5359;6352;8638;9636;24138;57169;64135;91543	CCL5;IFI16;IFIH1;IFIT1;IFIT5;ISG15;MX1;OAS1;OAS2;OAS3;OASL;PLSCR1;RSAD2;ZNFX1
GO:0002376	immune system process	http://amigo.geneontology.org/amigo/term/GO:0002376	1614	134	85.17800780587137	1.5731760280822544	2.4811371422007023e-8	1.4846343625908886e-5	101;177;214;445;578;604;715;716;896;948;960;966;1130;1675;1958;2069;2150;2309;2495;2537;2539;2633;2634;2635;2669;2737;2822;2934;3106;3107;3134;3398;3428;3429;3430;3434;3437;3485;3569;3624;3635;3689;3696;4151;4189;4599;4600;4734;4814;4938;4939;4940;5144;5175;5359;5452;5588;5641;5678;5720;5734;5795;5865;5881;5896;5909;6352;6772;6773;6890;6932;6938;7070;7462;7784;7941;8291;8440;8638;8878;9048;9466;9473;9479;9636;9734;9846;9935;10062;10202;10326;10346;10461;10475;10538;10603;10695;10906;10964;11151;11240;11274;23108;23149;23308;23457;23529;23569;24138;25939;29800;51296;51435;54625;55207;55601;55824;57169;57580;64135;79987;81622;81704;83666;91543;115361;124976;127943;140609;140885;153090;158747;161145;441478	ABCB9;ADAM8;AGER;ALCAM;ARL8B;ARTN;ASS1;BAK1;BATF;BCL6;C1R;C1S;CCL5;CCND3;CD36;CD44;CD59;CFD;CLCF1;CNPY3;CORO1A;DAB2IP;DDX60;DHRS2;DNAJB9;DOCK8;DYSF;EGR1;EREG;F2RL1;FCHO1;FCRLB;FOXO3;FTH1;G6PD;GAB2;GBP1;GBP2;GBP3;GBP4;GEM;GLI3;GPLD1;GSN;HDAC9;HLA-B;HLA-C;HLA-F;ICOSLG;ID2;IFI16;IFI27;IFI35;IFI44L;IFI6;IFIH1;IFIT1;IFIT3;IFIT5;IGFBP2;IL27RA;IL6;INHBA;INPP5D;ISG15;ITGB2;ITGB8;LAT2;LGMN;LYST;MAFB;MAPK8IP1;MB;MERTK;MOSPD2;MX1;MX2;NCK2;NEDD4;NEK7;NINJ1;NR1H3;NRARP;OAS1;OAS2;OAS3;OASL;PADI2;PADI4;PAG1;PARP14;PARP9;PDE4D;PECAM1;PLA2G7;PLSCR1;POU2F2;PREX1;PRKCQ;PSG9;PSME1;PTGER4;PTPRJ;RAB3B;RAC3;RAG1;RAP1GAP;RAP1GAP2;RSAD2;SAMHD1;SCARA3;SH2B2;SIRPA;SIRPB1;SLC15A3;SPNS2;SQSTM1;STAT1;STAT2;SVEP1;TAP1;TCF12;TCF7;THEMIS2;THY1;TMEM229B;TRAFD1;TRIM22;TRIM38;UNC93B1;USP18;ZDHHC1;ZNFX1;ZP3
GO:0044419	biological process involved in interspecies interaction between organisms	http://amigo.geneontology.org/amigo/term/GO:0044419	1083	99	57.15475988460886	1.732139198902655	2.5730231587363755e-8	1.4846343625908886e-5	101;445;578;715;716;948;949;1130;1571;1675;1734;2040;2069;2150;2167;2537;2633;2634;2635;2934;3106;3107;3134;3164;3248;3428;3429;3430;3434;3437;3569;3693;3696;3964;4016;4061;4318;4599;4600;4734;4814;4938;4939;4940;4953;5359;5452;5734;6048;6352;6772;6773;8638;8878;9466;9636;10062;10346;10475;10533;10538;10695;10906;10964;11151;11274;22978;23328;23569;24138;25939;27063;29800;51251;51296;51316;51435;54625;55008;55207;55601;57088;57169;63826;64135;81622;83666;84419;91351;91392;91543;115361;129607;132299;140609;140885;153090;161145;197259	ADAM8;ANKRD1;ARL8B;ASS1;ATG7;BAK1;BATF;C15orf48;C1R;C1S;CCL5;CD36;CFD;CMPK2;CNPY3;CORO1A;CYP2E1;DAB2IP;DDX60;DDX60L;DIO2;EREG;F2RL1;FABP4;GBP1;GBP2;GBP3;GBP4;GSN;HERC6;HLA-B;HLA-C;HLA-F;HPGD;IFI16;IFI27;IFI35;IFI44L;IFI6;IFIH1;IFIT1;IFIT3;IFIT5;IL27RA;IL6;ISG15;ITGB5;ITGB8;LGALS8;LOXL1;LY6E;LYST;MLKL;MMP9;MX1;MX2;NEDD4;NEK7;NINJ1;NR1H3;NR4A1;NT5C2;NT5C3A;OAS1;OAS2;OAS3;OASL;OCIAD2;ODC1;PADI4;PARP14;PARP9;PLAC8;PLSCR1;PLSCR4;POU2F2;PTGER4;RNF5;RSAD2;SAMHD1;SASH1;SCARA3;SCARB1;SIRPA;SLC15A3;SQSTM1;SRR;STAT1;STAT2;STOM;TMEM229B;TRAFD1;TRIM22;TRIM38;UNC93B1;USP18;ZDHHC1;ZNF502;ZNFX1
GO:0050776	regulation of immune response	http://amigo.geneontology.org/amigo/term/GO:0050776	575	62	30.345324961819106	2.0431483293722916	4.9630957943987944e-8	2.6727925218102307e-5	101;177;604;715;716;948;966;1675;2069;2150;2633;2634;2822;3106;3107;3134;3428;3430;3569;3635;3689;4814;4938;4940;5144;5359;5588;5678;5795;6352;6773;7070;7462;7784;8638;8878;9466;9473;9636;10062;10538;10603;10906;11274;23149;23308;23529;25939;51296;51435;54625;55601;57169;64135;79987;81622;83666;91543;124976;127943;140609;153090	ADAM8;AGER;BATF;BCL6;C1R;C1S;CCL5;CD36;CD59;CFD;CLCF1;DAB2IP;DDX60;EREG;F2RL1;FCHO1;FCRLB;GBP1;GBP2;GPLD1;HLA-B;HLA-C;HLA-F;ICOSLG;IFI16;IFI35;IFIH1;IL27RA;IL6;INPP5D;ISG15;ITGB2;LAT2;NEK7;NINJ1;NR1H3;OAS1;OAS3;OASL;PARP14;PARP9;PDE4D;PLSCR1;PRKCQ;PSG9;PTPRJ;RSAD2;SAMHD1;SCARA3;SH2B2;SLC15A3;SPNS2;SQSTM1;STAT2;SVEP1;THEMIS2;THY1;TRAFD1;UNC93B1;USP18;ZNFX1;ZP3
GO:0048525	negative regulation of viral process	http://amigo.geneontology.org/amigo/term/GO:0048525	69	17	3.641438995418293	4.66848408593131	6.994940549738124e-8	3.531570610049036e-5	2934;3428;3434;4061;4599;4938;4939;4940;5359;6352;6772;8638;9636;24138;57169;64135;91543	CCL5;GSN;IFI16;IFIH1;IFIT1;IFIT5;ISG15;LY6E;MX1;OAS1;OAS2;OAS3;OASL;PLSCR1;RSAD2;STAT1;ZNFX1
GO:0048585	negative regulation of response to stimulus	http://amigo.geneontology.org/amigo/term/GO:0048585	1247	108	65.80977430850162	1.6410936085834298	9.469442589238565e-8	4.499656307992302e-5	154;291;578;604;754;960;966;1388;1649;1847;1849;1958;2150;2274;2309;2537;2633;2729;2737;2888;3106;3134;3428;3430;3485;3486;3487;3488;3569;3635;4036;4189;4233;4318;4734;4804;4907;4938;4940;5144;5328;5329;5467;5567;5588;5641;5734;5795;6004;6352;6772;6773;7070;7869;8440;8601;8835;8878;8904;9037;9096;9241;9466;9479;9636;9709;10062;10162;10371;10413;10475;10500;10501;10505;10636;10906;11240;11274;22978;23171;23213;23432;23462;25939;27122;50515;50861;54625;54756;57493;57556;64750;64798;79674;79987;81848;90993;126374;127943;135228;140885;147495;153090;153769;203100;219699;223117;441478	ADRB2;APCDD1;ATF6B;BAK1;BCL6;CCL5;CD109;CD44;CD59;CHST11;CPNE1;CREB3L1;DAB2IP;DDIT3;DEPTOR;DKK3;DNAJB9;DUSP5;DUSP7;EGR1;F2RL1;FCRLB;FHL2;FOXO3;GBP1;GCLC;GLI3;GPD1L;GPR161;GRB14;HEG1;HERPUD1;HEY1;HLA-B;HLA-F;HTRA4;IFI16;IFI35;IFI6;IGFBP2;IGFBP3;IGFBP4;IGFBP5;IL17RD;IL27RA;IL6;INPP5D;ISG15;LGMN;LPCAT3;LRP2;MAPK8IP1;MET;MMP9;NCK2;NEDD4;NGFR;NOG;NR1H3;NRARP;NT5C2;NT5E;OAS1;OAS3;PADI2;PARP14;PDE4D;PLAU;PLAUR;PPARD;PRKACB;PRKCQ;PTGER4;PTPRJ;PTTG1IP;RGS14;RGS16;RGS20;SAMHD1;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SH3RF2;SIRPA;SLC25A4;SMURF2;SOCS2;SPRY4;SQSTM1;STAT1;STAT2;STMN3;SULF1;SVEP1;TBX18;THY1;TRAFD1;TRIM38;UNC5B;USP18;VEPH1;WTIP;YAP1
GO:0070106	interleukin-27-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0070106	7	6	0.3694213473612761	16.241616903996327	1.4118047087325924e-7	5.969045314254163e-5	4599;4938;4939;6772;8638;9466	IL27RA;MX1;OAS1;OAS2;OASL;STAT1
GO:0032101	regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032101	730	72	38.52536908196165	1.8688983834735498	1.4778522689413626e-7	5.969045314254163e-5	101;177;604;948;1826;2069;2150;2167;2634;3106;3134;3371;3428;3430;3569;4233;4318;4814;4907;4938;4940;5328;5329;5359;5467;5641;5734;6352;6665;6772;6773;7784;7869;7941;8638;8878;9037;9048;9636;9647;10062;10162;10346;10371;10475;10500;10501;10505;10855;10906;11240;11274;22978;23328;25939;29800;51296;51435;54625;55601;57169;57556;64135;81622;83666;91543;135228;140609;140885;153090;158747;223117	ADAM8;AGER;ARTN;BCL6;CCL5;CD109;CD36;DAB2IP;DDX60;DSCAM;EREG;F2RL1;FABP4;GBP2;HLA-B;HLA-F;HPSE;IFI16;IFI35;IFIH1;IL6;ISG15;LGMN;LPCAT3;MET;MMP9;MOSPD2;NEK7;NINJ1;NR1H3;NT5C2;NT5E;OAS1;OAS3;OASL;PADI2;PARP14;PARP9;PLA2G7;PLAU;PLAUR;PLSCR1;PPARD;PPM1F;PTGER4;RSAD2;SAMHD1;SASH1;SCARA3;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SIRPA;SLC15A3;SOX15;SQSTM1;STAT1;STAT2;TNC;TRAFD1;TRIM22;TRIM38;UNC93B1;USP18;ZDHHC1;ZNFX1;ZP3
GO:0098542	defense response to other organism	http://amigo.geneontology.org/amigo/term/GO:0098542	730	72	38.52536908196165	1.8688983834735498	1.4778522689413626e-7	5.969045314254163e-5	101;445;715;716;948;1130;1675;2069;2150;2537;2633;2634;2635;2934;3106;3107;3134;3428;3429;3430;3434;3437;3569;3964;4599;4600;4734;4814;4938;4939;4940;5359;6352;6772;6773;8638;8878;9466;9636;10062;10346;10475;10533;10538;10695;10906;10964;11151;11274;22978;23569;24138;25939;29800;51251;51296;51316;51435;54625;55207;55601;57169;64135;81622;83666;91351;91543;115361;140609;140885;153090;197259	ADAM8;ARL8B;ASS1;ATG7;BATF;C1R;C1S;CCL5;CD36;CFD;CNPY3;CORO1A;DAB2IP;DDX60;DDX60L;EREG;F2RL1;GBP1;GBP2;GBP3;GBP4;GSN;HLA-B;HLA-C;HLA-F;IFI16;IFI27;IFI35;IFI44L;IFI6;IFIH1;IFIT1;IFIT3;IFIT5;IL27RA;IL6;ISG15;LGALS8;LYST;MLKL;MX1;MX2;NEDD4;NEK7;NINJ1;NR1H3;NT5C2;NT5C3A;OAS1;OAS2;OAS3;OASL;PADI4;PARP14;PARP9;PLAC8;PLSCR1;RSAD2;SAMHD1;SCARA3;SIRPA;SLC15A3;SQSTM1;STAT1;STAT2;TRAFD1;TRIM22;TRIM38;UNC93B1;USP18;ZDHHC1;ZNFX1
GO:0048870	cell motility	http://amigo.geneontology.org/amigo/term/GO:0048870	1216	104	64.17376548447311	1.6205999323066507	3.208772712362863e-7	1.2343079033555812e-4	101;177;480;604;949;960;1130;1649;1768;2028;2150;2264;2309;2674;2737;2822;3164;3371;3486;3488;3569;3689;3693;3964;4147;4233;4301;4318;4804;4814;5175;5328;5467;5588;5641;5734;5795;5797;5881;6352;6608;6772;7070;7476;7784;7869;7941;8322;8440;8613;9037;9048;9168;9241;9466;9592;9647;9732;9734;10371;10461;10500;10501;10505;11151;11240;22994;22998;23129;23213;23328;25876;51466;54509;57449;57556;57580;64750;79143;79659;79925;81704;83666;84074;84144;84623;84978;92737;114793;124976;140885;144535;147495;147700;153090;153769;154810;158747;221178;221914;223117;284217;285966;445582	ADAM8;AFDN;AGER;AMOTL1;APCDD1;ARTN;ATP1A4;BCL6;CCL5;CD44;CEP131;CFAP54;CORO1A;DAB2IP;DDIT3;DNAH6;DNER;DOCK4;DOCK8;DYNC2H1;ENPEP;EVL;F2RL1;FGFR4;FMNL2;FOXO3;FRMD5;FZD4;GFRA1;GLI3;GPC2;GPLD1;HDAC9;IER2;IGFBP3;IGFBP5;IL27RA;IL6;ITGB2;ITGB5;KIRREL3;KLC3;LAMA1;LGALS8;LGMN;LIMCH1;LYST;MATN2;MBOAT7;MERTK;MET;MMP9;MOSPD2;NCK2;NGFR;NINJ1;NOG;NR4A1;PADI2;PARP9;PECAM1;PLA2G7;PLAU;PLEKHG5;PLPP3;PLXND1;POTEE;PPARD;PPM1F;PREX1;PRKCQ;PTGER4;PTPRJ;PTPRM;QRICH2;RAC3;RHOF;SASH1;SCARB1;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SH3RF2;SIRPA;SMO;SMURF2;SPATA13;SPEF1;SPEF2;SPNS2;STAT1;SULF1;SYDE2;TCAF2;THY1;TMSB10;TNC;WNT7A;ZP3
GO:0045087	innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045087	594	61	31.348040047514	1.94589517901415	3.62444185678829e-7	1.3308291508698093e-4	101;445;715;716;948;1130;1675;2069;2150;2537;2633;2634;2635;2934;3106;3107;3134;3428;3429;3430;3434;3437;4599;4600;4734;4814;4938;4939;4940;5359;6352;6772;6773;8638;8878;9636;10062;10346;10475;10695;10906;11151;11274;23569;24138;25939;29800;51296;51435;54625;55207;55601;57169;64135;81622;83666;91543;115361;140609;140885;153090	ADAM8;ARL8B;ASS1;C1R;C1S;CCL5;CD36;CFD;CNPY3;CORO1A;DAB2IP;DDX60;EREG;F2RL1;GBP1;GBP2;GBP3;GBP4;GSN;HLA-B;HLA-C;HLA-F;IFI16;IFI27;IFI35;IFI6;IFIH1;IFIT1;IFIT3;IFIT5;ISG15;LYST;MX1;MX2;NEDD4;NEK7;NINJ1;NR1H3;OAS1;OAS2;OAS3;OASL;PADI4;PARP14;PARP9;PLSCR1;RSAD2;SAMHD1;SCARA3;SIRPA;SLC15A3;SQSTM1;STAT1;STAT2;TRAFD1;TRIM22;TRIM38;UNC93B1;USP18;ZDHHC1;ZNFX1
GO:0002682	regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002682	997	88	52.61615475988461	1.6724901392279734	8.094820965913454e-7	2.843041902723864e-4	101;177;604;715;716;948;966;1675;2069;2150;2309;2633;2634;2737;2822;3106;3107;3134;3398;3428;3430;3485;3569;3624;3635;3689;4189;4814;4938;4940;5144;5359;5588;5641;5678;5734;5795;5881;5896;6352;6772;6773;6932;7070;7462;7784;7941;8440;8638;8878;9466;9473;9479;9636;9846;9935;10062;10326;10461;10538;10603;10906;11151;11240;11274;23149;23308;23529;25939;51296;51435;54625;55601;55824;57169;64135;79987;81622;81704;83666;91543;124976;127943;140609;140885;153090;158747;441478	ADAM8;AGER;BATF;BCL6;C1R;C1S;CCL5;CD36;CD59;CFD;CLCF1;CORO1A;DAB2IP;DDX60;DNAJB9;DOCK8;EREG;F2RL1;FCHO1;FCRLB;FOXO3;GAB2;GBP1;GBP2;GLI3;GPLD1;HLA-B;HLA-C;HLA-F;ICOSLG;ID2;IFI16;IFI35;IFIH1;IGFBP2;IL27RA;IL6;INHBA;INPP5D;ISG15;ITGB2;LAT2;LGMN;MAFB;MAPK8IP1;MERTK;MOSPD2;NCK2;NEK7;NINJ1;NR1H3;NRARP;OAS1;OAS3;OASL;PADI2;PAG1;PARP14;PARP9;PDE4D;PLA2G7;PLSCR1;PRKCQ;PSG9;PTGER4;PTPRJ;RAC3;RAG1;RSAD2;SAMHD1;SCARA3;SH2B2;SIRPA;SIRPB1;SLC15A3;SPNS2;SQSTM1;STAT1;STAT2;SVEP1;TCF7;THEMIS2;THY1;TRAFD1;UNC93B1;USP18;ZNFX1;ZP3
GO:0002684	positive regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002684	695	67	36.67826234515527	1.8266950426796826	9.533686372478929e-7	3.208879938203533e-4	101;177;604;715;716;948;966;1675;2069;2150;2309;2633;2634;2737;2822;3106;3107;3134;3398;3428;3430;3485;3569;3635;3689;4189;4814;4938;4940;5144;5359;5588;5641;5795;5896;6352;7070;7462;7784;7941;8440;8638;8878;9466;9473;9846;10062;10326;10603;11151;23149;23308;23529;51296;51435;55601;57169;64135;79987;81622;81704;83666;91543;140609;140885;153090;158747	ADAM8;AGER;BCL6;C1R;C1S;CCL5;CD36;CD59;CFD;CLCF1;CORO1A;DAB2IP;DDX60;DNAJB9;DOCK8;EREG;F2RL1;FCHO1;FOXO3;GAB2;GBP1;GBP2;GLI3;GPLD1;HLA-B;HLA-C;HLA-F;ICOSLG;ID2;IFI16;IFI35;IFIH1;IGFBP2;IL27RA;IL6;INPP5D;ITGB2;LAT2;LGMN;MOSPD2;NCK2;NEK7;NINJ1;NR1H3;OAS1;OAS3;OASL;PARP9;PDE4D;PLA2G7;PLSCR1;PRKCQ;PTPRJ;RAG1;RSAD2;SCARA3;SH2B2;SIRPA;SIRPB1;SLC15A3;SQSTM1;SVEP1;THEMIS2;THY1;UNC93B1;ZNFX1;ZP3
GO:0007411	axon guidance	http://amigo.geneontology.org/amigo/term/GO:0007411	185	27	9.763278465976583	2.7654644998696445	1.4032346098121666e-6	4.3597419915625697e-4	214;1826;2737;3798;4147;4753;4804;5588;5797;5881;6608;7869;9037;9048;9241;9638;10371;10500;10501;10505;23129;56896;57556;90249;91653;219699;223117	ALCAM;ARTN;BOC;DPYSL5;DSCAM;FEZ1;GLI3;KIF5A;MATN2;NELL2;NGFR;NOG;PLXND1;PRKCQ;PTPRM;RAC3;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SMO;UNC5A;UNC5B
GO:0097485	neuron projection guidance	http://amigo.geneontology.org/amigo/term/GO:0097485	185	27	9.763278465976583	2.7654644998696445	1.4032346098121666e-6	4.3597419915625697e-4	214;1826;2737;3798;4147;4753;4804;5588;5797;5881;6608;7869;9037;9048;9241;9638;10371;10500;10501;10505;23129;56896;57556;90249;91653;219699;223117	ALCAM;ARTN;BOC;DPYSL5;DSCAM;FEZ1;GLI3;KIF5A;MATN2;NELL2;NGFR;NOG;PLXND1;PRKCQ;PTPRM;RAC3;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SMO;UNC5A;UNC5B
GO:0050778	positive regulation of immune response	http://amigo.geneontology.org/amigo/term/GO:0050778	472	50	24.909553707788902	2.0072619761294894	1.7743149125507622e-6	5.308487356883354e-4	101;715;716;948;966;1675;2069;2150;2633;2634;2822;3106;3107;3134;3428;3430;3569;3635;3689;4814;4938;4940;5144;5359;5588;5795;6352;7070;7462;7784;8638;8878;9466;9473;10062;10603;23149;23308;23529;51296;51435;55601;57169;64135;79987;81622;83666;91543;140609;153090	ADAM8;C1R;C1S;CCL5;CD36;CD59;CFD;CLCF1;DAB2IP;DDX60;EREG;F2RL1;FCHO1;GBP1;GBP2;GPLD1;HLA-B;HLA-C;HLA-F;ICOSLG;IFI16;IFI35;IFIH1;IL27RA;IL6;INPP5D;ITGB2;LAT2;NEK7;NINJ1;NR1H3;OAS1;OAS3;OASL;PARP9;PDE4D;PLSCR1;PRKCQ;PTPRJ;RSAD2;SCARA3;SH2B2;SLC15A3;SQSTM1;SVEP1;THEMIS2;THY1;UNC93B1;ZNFX1;ZP3
GO:0001944	vasculature development	http://amigo.geneontology.org/amigo/term/GO:0001944	571	57	30.134227049041236	1.8915368198174354	2.216792763363129e-6	5.971525602448532e-4	101;578;1649;1890;1958;2004;2028;2069;2737;2822;3164;3248;3569;3696;3964;4016;4036;4804;4814;5175;5795;5797;6303;6505;6608;6772;7070;7476;8322;8463;8613;8710;9037;9241;9394;9734;10052;10413;10855;23129;23213;23328;23462;51129;57493;57556;58504;60681;79659;79987;90993;113026;153090;154810;219699;284217;441478	ADAM8;AMOTL1;ANGPTL4;ARHGAP22;BAK1;CREB3L1;DAB2IP;DDIT3;DYNC2H1;EGR1;ELK3;ENPEP;EREG;FKBP10;FZD4;GJC1;GLI3;GPLD1;HDAC9;HEG1;HEY1;HPGD;HPSE;HS6ST1;IL6;ITGB8;LAMA1;LGALS8;LOXL1;LRP2;NGFR;NINJ1;NOG;NR4A1;NRARP;PECAM1;PLCD3;PLPP3;PLXND1;PTPRJ;PTPRM;SASH1;SAT1;SEMA5A;SEMA6A;SERPINB7;SLC1A1;SMO;STAT1;SULF1;SVEP1;TEAD2;THY1;TYMP;UNC5B;WNT7A;YAP1
GO:0006935	chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0006935	283	35	14.935177329034447	2.3434606251349233	2.217699530495865e-6	5.971525602448532e-4	101;177;1130;1826;1890;2150;3164;3569;3689;4233;4814;5328;5329;5588;5641;5795;5881;6352;7869;7941;9037;9048;9647;9732;10371;10500;10501;10505;11151;11240;57449;57556;57580;158747;223117	ADAM8;AGER;ARTN;CCL5;CORO1A;DOCK4;DSCAM;F2RL1;IL6;ITGB2;LGMN;LYST;MET;MOSPD2;NINJ1;NR4A1;PADI2;PLA2G7;PLAU;PLAUR;PLEKHG5;PPM1F;PREX1;PRKCQ;PTPRJ;RAC3;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;TYMP
GO:0042330	taxis	http://amigo.geneontology.org/amigo/term/GO:0042330	283	35	14.935177329034447	2.3434606251349233	2.217699530495865e-6	5.971525602448532e-4	101;177;1130;1826;1890;2150;3164;3569;3689;4233;4814;5328;5329;5588;5641;5795;5881;6352;7869;7941;9037;9048;9647;9732;10371;10500;10501;10505;11151;11240;57449;57556;57580;158747;223117	ADAM8;AGER;ARTN;CCL5;CORO1A;DOCK4;DSCAM;F2RL1;IL6;ITGB2;LGMN;LYST;MET;MOSPD2;NINJ1;NR4A1;PADI2;PLA2G7;PLAU;PLAUR;PLEKHG5;PPM1F;PREX1;PRKCQ;PTPRJ;RAC3;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;TYMP
GO:0016477	cell migration	http://amigo.geneontology.org/amigo/term/GO:0016477	1101	93	58.10470049210928	1.6005589773693019	2.585910094807873e-6	6.738381208341289e-4	101;177;949;960;1130;1649;2028;2150;2264;2309;2674;2737;2822;3164;3371;3486;3488;3569;3689;3693;3964;4147;4233;4301;4318;4804;4814;5175;5328;5467;5588;5641;5734;5795;5797;5881;6352;6608;6772;7070;7476;7784;7869;7941;8322;8440;8613;9037;9048;9168;9241;9466;9647;9732;9734;10371;10461;10500;10501;10505;11151;11240;22998;23129;23213;23328;25876;51466;54509;57449;57556;57580;64750;79143;81704;83666;84144;84623;84978;92737;114793;124976;140885;147495;153090;153769;154810;158747;221178;221914;223117;284217;285966	ADAM8;AFDN;AGER;AMOTL1;APCDD1;ARTN;CCL5;CD44;CORO1A;DAB2IP;DDIT3;DNER;DOCK4;DOCK8;ENPEP;EVL;F2RL1;FGFR4;FMNL2;FOXO3;FRMD5;FZD4;GFRA1;GLI3;GPC2;GPLD1;HDAC9;IGFBP3;IGFBP5;IL27RA;IL6;ITGB2;ITGB5;KIRREL3;LAMA1;LGALS8;LGMN;LIMCH1;LYST;MATN2;MBOAT7;MERTK;MET;MMP9;MOSPD2;NCK2;NGFR;NINJ1;NOG;NR4A1;PADI2;PARP9;PECAM1;PLA2G7;PLAU;PLEKHG5;PLPP3;PLXND1;PPARD;PPM1F;PREX1;PRKCQ;PTGER4;PTPRJ;PTPRM;RAC3;RHOF;SASH1;SCARB1;SEMA3A;SEMA3B;SEMA3D;SEMA4F;SEMA5A;SEMA6A;SEMA6B;SEMA6C;SH3RF2;SIRPA;SMO;SMURF2;SPATA13;SPEF1;SPNS2;STAT1;SULF1;SYDE2;TCAF2;THY1;TMSB10;TNC;WNT7A;ZP3
GO:0045069	regulation of viral genome replication	http://amigo.geneontology.org/amigo/term/GO:0045069	70	15	3.694213473612761	4.060404225999081	2.789883863798686e-6	7.042713078676808e-4	3428;3434;4599;4938;4939;4940;5359;6352;8638;9636;10475;24138;57169;64135;91543	CCL5;IFI16;IFIH1;IFIT1;IFIT5;ISG15;MX1;OAS1;OAS2;OAS3;OASL;PLSCR1;RSAD2;TRIM38;ZNFX1
