NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	168	-0.21259661	-3.272592	0.0	0.0	0.0	2098	tags=30%, list=9%, signal=32%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	183	-0.19551224	-3.1218858	0.0	0.0	0.0	4173	tags=37%, list=17%, signal=44%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	193	-0.18453881	-3.007931	0.0	0.0	0.0	7245	tags=48%, list=30%, signal=68%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	188	-0.19240656	-2.994618	0.0	0.0	0.0	2852	tags=31%, list=12%, signal=35%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	175	-0.17865705	-2.7587116	0.0	0.0	0.0	1658	tags=25%, list=7%, signal=26%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	127	-0.15724978	-2.0429142	0.002004008	0.011933795	0.107	4799	tags=35%, list=20%, signal=44%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	-0.22710301	-1.9249784	0.004132231	0.018552268	0.185	5943	tags=47%, list=25%, signal=62%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	38	-0.23465258	-1.7139497	0.021645023	0.050074894	0.462	3891	tags=39%, list=16%, signal=47%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	180	-0.10964553	-1.7009462	0.030360531	0.04792381	0.49	4501	tags=29%, list=19%, signal=36%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	198	-0.08802111	-1.4487753	0.09861933	0.14317335	0.893	12088	tags=59%, list=50%, signal=116%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	186	-0.0858959	-1.3337334	0.15243903	0.20647363	0.967	3800	tags=24%, list=16%, signal=28%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	101	-0.10378468	-1.2155597	0.21529175	0.29350784	0.996	1576	tags=17%, list=7%, signal=18%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	30	-0.17308441	-1.1335714	0.28041238	0.35676324	0.999	2275	tags=27%, list=9%, signal=29%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	35	-0.15292774	-1.068745	0.3463035	0.40819243	1.0	4611	tags=34%, list=19%, signal=42%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	195	-0.053905953	-0.85626996	0.6542969	0.6756203	1.0	13624	tags=62%, list=56%, signal=139%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	40	-0.10788711	-0.80991316	0.6666667	0.6997065	1.0	5269	tags=33%, list=22%, signal=41%	
