NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	95	0.73426646	8.510052	0.0	0.0	0.0	2428	tags=83%, list=10%, signal=92%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	180	0.45983398	7.2296133	0.0	0.0	0.0	1729	tags=53%, list=7%, signal=56%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	192	0.2973627	4.8574743	0.0	0.0	0.0	5979	tags=54%, list=25%, signal=71%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	184	0.207934	3.3284032	0.0	0.0	0.0	14892	tags=82%, list=61%, signal=211%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	168	0.2065503	3.0675251	0.0	0.0	0.0	5705	tags=44%, list=24%, signal=57%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	70	0.30823788	2.988207	0.0	0.0	0.0	5016	tags=51%, list=21%, signal=65%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	149	0.20430706	2.9734418	0.0	0.0	0.0	7605	tags=52%, list=31%, signal=75%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	46	0.36405993	2.8507462	0.0	0.0	0.0	9636	tags=76%, list=40%, signal=126%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	148	0.17334491	2.4423258	0.0	9.648272E-4	0.006	3685	tags=32%, list=15%, signal=38%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	192	0.14935783	2.4094543	0.0	0.0010302492	0.007	3099	tags=28%, list=13%, signal=31%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	186	0.14861174	2.3093667	0.0	0.0018391487	0.014	4114	tags=32%, list=17%, signal=38%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	186	0.14103015	2.2855618	0.0	0.0020421855	0.017	7555	tags=45%, list=31%, signal=65%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	161	0.15550157	2.2733269	0.002	0.0020788263	0.019	4235	tags=33%, list=17%, signal=40%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	169	0.151948	2.2717164	0.0	0.0020581584	0.02	3944	tags=31%, list=16%, signal=37%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	94	0.19666357	2.2707534	0.0	0.0019209478	0.02	6082	tags=45%, list=25%, signal=59%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	160	0.15243211	2.2483792	0.0	0.001968134	0.022	6480	tags=42%, list=27%, signal=57%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	108	0.18538621	2.201975	0.0019493178	0.0026876316	0.032	7871	tags=51%, list=32%, signal=75%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	70	0.21459538	2.1057	0.004040404	0.0058536963	0.072	5548	tags=44%, list=23%, signal=57%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	196	0.12610663	2.0822232	0.0043010754	0.0063920827	0.081	14902	tags=74%, list=61%, signal=190%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	93	0.1822249	2.011953	0.010593221	0.007855049	0.108	10718	tags=62%, list=44%, signal=111%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		146	0.13928626	1.9581476	0.009708738	0.010784979	0.151	16403	tags=82%, list=68%, signal=250%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		141	0.14318395	1.9380784	0.010288066	0.011779305	0.17	5145	tags=35%, list=21%, signal=45%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		133	0.13490583	1.8316729	0.007968128	0.019776506	0.277	4220	tags=31%, list=17%, signal=37%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		138	0.12716602	1.7295964	0.019305019	0.031704325	0.431	6596	tags=40%, list=27%, signal=54%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		169	0.11020714	1.6663041	0.03006012	0.04363384	0.55	4662	tags=30%, list=19%, signal=37%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		163	0.10586689	1.5975502	0.03777336	0.058006033	0.668	6820	tags=39%, list=28%, signal=53%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		31	0.22803931	1.5053543	0.06300813	0.08392438	0.821	734	tags=26%, list=3%, signal=27%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		98	0.12605038	1.4852148	0.061728396	0.088992886	0.848	8830	tags=49%, list=36%, signal=77%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2		57	0.1564477	1.3877251	0.099585064	0.12737757	0.929	14079	tags=74%, list=58%, signal=175%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		93	0.11673328	1.3300896	0.13779527	0.15684722	0.97	12039	tags=61%, list=50%, signal=121%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		190	0.07455727	1.1863524	0.24440299	0.26221058	0.997	6372	tags=34%, list=26%, signal=45%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		22	0.19024028	1.0780201	0.34225622	0.36890888	1.0	8615	tags=55%, list=36%, signal=85%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		91	0.0916943	1.036914	0.38477367	0.40529126	1.0	5244	tags=31%, list=22%, signal=39%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		86	0.053068247	0.56845677	0.9531568	0.9659867	1.0	19860	tags=87%, list=82%, signal=481%	
