NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	197	-0.14710763	-2.3492267	0.0019379845	0.0068259095	0.013	6050	tags=45%, list=30%, signal=63%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	147	-0.14772718	-2.083066	0.0056179776	0.021999184	0.075	5666	tags=43%, list=28%, signal=59%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	-0.22456793	-1.9354166	0.004032258	0.034422126	0.168	5737	tags=51%, list=29%, signal=71%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	173	-0.12229377	-1.8841335	0.007858546	0.035039317	0.219	3140	tags=28%, list=16%, signal=33%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	167	-0.118835814	-1.8242389	0.016666668	0.039660506	0.296	9184	tags=57%, list=46%, signal=105%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	188	-0.114614256	-1.8044454	0.01171875	0.036529787	0.32	4560	tags=34%, list=23%, signal=44%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	33	-0.25813994	-1.768811	0.020283977	0.038266405	0.378	4565	tags=48%, list=23%, signal=63%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	188	-0.09903251	-1.5935874	0.048484847	0.08033795	0.676	5939	tags=39%, list=30%, signal=55%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	34	-0.2228315	-1.5065348	0.07157464	0.10644318	0.82	3214	tags=38%, list=16%, signal=45%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	40	-0.17105566	-1.3011484	0.16242662	0.22094606	0.985	7120	tags=52%, list=35%, signal=81%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	189	-0.07008927	-1.122635	0.28370222	0.37688404	1.0	6686	tags=40%, list=33%, signal=60%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	135	-0.084319524	-1.1125785	0.29094413	0.35788405	1.0	4123	tags=29%, list=21%, signal=36%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	28	-0.1461178	-0.9062564	0.5675676	0.61065704	1.0	7116	tags=50%, list=35%, signal=77%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	69	-0.056192797	-0.5458842	0.9680639	0.9756018	1.0	9942	tags=55%, list=49%, signal=109%	
