NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	85	-0.26712978	-2.8900852	0.0	7.532468E-4	0.001	10022	tags=76%, list=50%, signal=152%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE	Details ...	115	-0.17771274	-2.262381	0.002004008	0.031832017	0.083	5187	tags=43%, list=26%, signal=58%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY	Details ...	69	-0.22609998	-2.2177148	0.0020408162	0.028341744	0.11	9743	tags=71%, list=48%, signal=137%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY	Details ...	45	-0.26438224	-2.1321204	0.0037523452	0.035112202	0.179	9436	tags=73%, list=47%, signal=138%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA	Details ...	47	-0.255109	-2.104765	0.002020202	0.03336191	0.207	3865	tags=45%, list=19%, signal=55%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	Details ...	126	-0.16050202	-2.0840523	0.006122449	0.031069258	0.23	7481	tags=53%, list=37%, signal=84%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY	Details ...	59	-0.23136124	-2.0638025	0.011494253	0.029006863	0.249	7967	tags=63%, list=40%, signal=104%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	Details ...	62	-0.20489636	-1.9054631	0.008097166	0.06418346	0.508	7564	tags=58%, list=38%, signal=93%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	Details ...	56	-0.20207138	-1.8500549	0.0062111802	0.07845574	0.613	7793	tags=59%, list=39%, signal=96%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Details ...	123	-0.14633904	-1.8467133	0.012605042	0.07247346	0.618	3123	tags=30%, list=16%, signal=35%	
